week_start,week_end,week_index,pv_sum,gt_sum,edit_sum,editor_sum,phase
2020-07-09,2020-07-15,1,4434,347.0,0,0,input
2020-07-16,2020-07-22,2,3192,217.0,0,0,input
2020-07-23,2020-07-29,3,2373,222.0,0,0,input
