week_start,week_end,week_index,pv_sum,gt_sum,edit_sum,editor_sum,phase
2019-04-06,2019-04-12,1,154699,58.0,12,12,input
2019-04-13,2019-04-19,2,113016,58.0,12,12,input
2019-04-20,2019-04-26,3,109363,57.0,9,9,input
2019-04-27,2019-05-03,4,104374,66.0,20,20,input
