week_start,week_end,week_index,pv_sum,gt_sum,edit_sum,editor_sum,phase
2023-10-22,2023-10-28,1,235476,290.0,17,17,input
2023-10-29,2023-11-04,2,166180,153.0,6,6,input
2023-11-05,2023-11-11,3,165893,161.0,6,6,input
