week_start,week_end,week_index,pv_sum,gt_sum,edit_sum,editor_sum,phase
2021-10-15,2021-10-21,1,82766,407.0,5,5,input
2021-10-22,2021-10-28,2,75175,398.0,2,2,input
2021-10-29,2021-11-04,3,91886,430.0,2,2,input
2021-11-05,2021-11-11,4,69018,369.0,3,3,input
