week_start,week_end,week_index,pv_sum,gt_sum,edit_sum,editor_sum,phase
2016-04-04,2016-04-10,1,173575,74.0,18,18,input
2016-04-11,2016-04-17,2,121594,66.0,11,11,input
2016-04-18,2016-04-24,3,134377,58.0,10,10,input
