week_start,week_end,week_index,pv_sum,gt_sum,edit_sum,editor_sum,phase
2022-10-01,2022-10-07,1,54840,402.0,5,5,input
2022-10-08,2022-10-14,2,45264,306.0,2,2,input
2022-10-15,2022-10-21,3,42585,273.0,1,1,input
2022-10-22,2022-10-28,4,32668,247.0,3,3,input
