week_start,week_end,week_index,pv_sum,gt_sum,edit_sum,editor_sum,phase
2019-01-12,2019-01-18,1,98351,229.0,13,13,input
2019-01-19,2019-01-25,2,83824,211.0,8,8,input
2019-01-26,2019-02-01,3,89650,270.0,4,4,input
