week_start,week_end,week_index,pv_sum,gt_sum,edit_sum,editor_sum,phase
2018-04-13,2018-04-19,1,63004,396.0,2,2,input
2018-04-20,2018-04-26,2,40667,297.0,1,1,input
2018-04-27,2018-05-03,3,41639,297.0,2,2,input
