week_start,week_end,week_index,pv_sum,gt_sum,edit_sum,editor_sum,phase
2018-10-07,2018-10-13,1,284914,412.0,22,22,input
2018-10-14,2018-10-20,2,175143,190.0,23,23,input
2018-10-21,2018-10-27,3,115018,122.0,20,20,input
2018-10-28,2018-11-03,4,105603,146.0,13,13,input
