week_start,week_end,week_index,pv_sum,gt_sum,edit_sum,editor_sum,phase
2018-10-07,2018-10-13,1,2669,312.0,0,0,input
2018-10-14,2018-10-20,2,1573,217.0,0,0,input
2018-10-21,2018-10-27,3,1354,208.0,0,0,input
