week_start,week_end,week_index,pv_sum,gt_sum,edit_sum,editor_sum,phase
2020-10-04,2020-10-10,1,113325,411.0,4,4,input
2020-10-11,2020-10-17,2,86999,350.0,2,2,input
2020-10-18,2020-10-24,3,58957,242.0,1,1,input
