week_start,week_end,week_index,pv_sum,gt_sum,edit_sum,editor_sum,phase
2019-10-12,2019-10-18,1,19777,256.0,17,17,input
2019-10-19,2019-10-25,2,14285,105.0,2,2,input
2019-10-26,2019-11-01,3,10286,73.0,1,1,input
2019-11-02,2019-11-08,4,8927,91.0,0,0,input
