week_start,week_end,week_index,pv_sum,gt_sum,edit_sum,editor_sum,phase
2020-04-02,2020-04-08,1,0.0,0.0,0,0,input
2020-04-09,2020-04-15,2,1694.0,0.0,2,2,input
2020-04-16,2020-04-22,3,973.0,0.0,0,0,input
