week_start,week_end,week_index,pv_sum,gt_sum,edit_sum,editor_sum,phase
2023-04-09,2023-04-15,1,3241,202.0,0,0,input
2023-04-16,2023-04-22,2,1676,105.0,1,1,input
2023-04-23,2023-04-29,3,3549,151.0,0,0,input
