week_start,week_end,week_index,pv_sum,gt_sum,edit_sum,editor_sum,phase
2021-01-11,2021-01-17,1,144263,0.0,10,10,input
2021-01-18,2021-01-24,2,154525,0.0,11,11,input
2021-01-25,2021-01-31,3,124654,0.0,3,3,input
2021-02-01,2021-02-07,4,133205,0.0,9,9,input
