week_start,week_end,week_index,pv_sum,gt_sum,edit_sum,editor_sum,phase
2022-04-09,2022-04-15,1,202767,397.0,7,7,input
2022-04-16,2022-04-22,2,268867,409.0,7,7,input
2022-04-23,2022-04-29,3,218671,292.0,4,4,input
2022-04-30,2022-05-06,4,235268,323.0,9,9,input
