week_start,week_end,week_index,pv_sum,gt_sum,edit_sum,editor_sum,phase
2022-10-08,2022-10-14,1,81293,149.0,14,14,input
2022-10-15,2022-10-21,2,63032,134.0,7,7,input
2022-10-22,2022-10-28,3,52139,127.0,3,3,input
