week_start,week_end,week_index,pv_sum,gt_sum,edit_sum,editor_sum,phase
2015-10-04,2015-10-10,1,138530,446.0,18,18,input
2015-10-11,2015-10-17,2,153115,382.0,27,27,input
2015-10-18,2015-10-24,3,120989,296.0,9,9,input
