week_start,week_end,week_index,pv_sum,gt_sum,edit_sum,editor_sum,phase
2019-04-29,2019-05-05,1,51835,0.0,5,5,input
2019-05-06,2019-05-12,2,38870,99.0,7,7,input
2019-05-13,2019-05-19,3,39959,0.0,4,4,input
2019-05-20,2019-05-26,4,47976,0.0,2,2,input
