week_start,week_end,week_index,pv_sum,gt_sum,edit_sum,editor_sum,phase
2021-04-11,2021-04-17,1,119947,113.0,13,13,input
2021-04-18,2021-04-24,2,149420,156.0,12,12,input
2021-04-25,2021-05-01,3,158842,180.0,8,8,input
