week_start,week_end,week_index,pv_sum,gt_sum,edit_sum,editor_sum,phase
2018-01-13,2018-01-19,1,94623,351.0,15,15,input
2018-01-20,2018-01-26,2,88942,343.0,20,20,input
2018-01-27,2018-02-02,3,81872,310.0,13,13,input
2018-02-03,2018-02-09,4,84219,302.0,17,17,input
