week_start,week_end,week_index,pv_sum,gt_sum,edit_sum,editor_sum,phase
2021-03-27,2021-04-02,1,21739,182.0,5,5,input
2021-04-03,2021-04-09,2,16688,42.0,2,2,input
2021-04-10,2021-04-16,3,14509,27.0,3,3,input
